t;vs;xq;vq;i
 0.557; 0.000; 0.000712; 0.000984;  557
 0.558; 0.000; 0.000711; 0.000986;  558
 0.559; 0.000; 0.000710; 0.000987;  559
 0.560; 0.000; 0.000709; 0.000989;  560
 0.561; 0.000; 0.000708; 0.000990;  561
 0.562; 0.000; 0.000707; 0.000991;  562
 0.563; 0.000; 0.000706; 0.000993;  563
 0.564; 0.000; 0.000705; 0.000994;  564
 0.565; 0.000; 0.000704; 0.000996;  565
 0.566; 0.000; 0.000703; 0.000997;  566
 0.567; 0.000; 0.000702; 0.000998;  567
 0.568; 0.000; 0.000701; 0.001000;  568
 0.569; 0.000; 0.000700; 0.001001;  569
 0.570; 0.000; 0.000699; 0.001002;  570
 0.571; 0.000; 0.000698; 0.001004;  571
 0.572; 0.000; 0.000697; 0.001005;  572
 0.573; 0.000; 0.000696; 0.001007;  573
 0.574; 0.000; 0.000695; 0.001008;  574
 0.575; 0.000; 0.000694; 0.001009;  575
 0.576; 0.000; 0.000693; 0.001011;  576
 0.577; 0.000; 0.000692; 0.001012;  577
 0.578; 0.000; 0.000691; 0.001013;  578
 0.579; 0.000; 0.000690; 0.001015;  579
 0.580; 0.000; 0.000689; 0.001016;  580
 0.581; 0.000; 0.000688; 0.001017;  581
 0.582; 0.000; 0.000687; 0.001019;  582
 0.583; 0.000; 0.000686; 0.001020;  583
 0.584; 0.000; 0.000685; 0.001021;  584
 0.585; 0.000; 0.000684; 0.001023;  585
 0.586; 0.000; 0.000683; 0.001024;  586
 0.587; 0.000; 0.000682; 0.001025;  587
 0.588; 0.000; 0.000681; 0.001027;  588
 0.589; 0.000; 0.000680; 0.001028;  589
 0.590; 0.000; 0.000679; 0.001030;  590
 0.591; 0.000; 0.000678; 0.001031;  591
 0.592; 0.000; 0.000677; 0.001032;  592
 0.593; 0.000; 0.000676; 0.001033;  593
 0.594; 0.000; 0.000675; 0.001035;  594
 0.595; 0.000; 0.000674; 0.001036;  595
 0.596; 0.000; 0.000673; 0.001037;  596
 0.597; 0.000; 0.000672; 0.001039;  597
 0.598; 0.000; 0.000671; 0.001040;  598
 0.599; 0.000; 0.000670; 0.001041;  599
 0.600; 0.000; 0.000669; 0.001043;  600
 0.601; 0.000; 0.000668; 0.001044;  601
 0.602; 0.000; 0.000666; 0.001045;  602
 0.603; 0.000; 0.000665; 0.001047;  603
 0.604; 0.000; 0.000664; 0.001048;  604
 0.605; 0.000; 0.000663; 0.001049;  605
 0.606; 0.000; 0.000662; 0.001051;  606
 0.607; 0.000; 0.000661; 0.001052;  607
 0.608; 0.000; 0.000660; 0.001053;  608
 0.609; 0.000; 0.000659; 0.001054;  609
 0.610; 0.000; 0.000658; 0.001056;  610
 0.611; 0.000; 0.000657; 0.001057;  611
 0.612; 0.000; 0.000656; 0.001058;  612
 0.613; 0.000; 0.000655; 0.001060;  613
 0.614; 0.000; 0.000654; 0.001061;  614
 0.615; 0.000; 0.000653; 0.001062;  615
 0.616; 0.000; 0.000652; 0.001063;  616
 0.617; 0.000; 0.000651; 0.001065;  617
 0.618; 0.000; 0.000650; 0.001066;  618
 0.619; 0.000; 0.000649; 0.001067;  619
 0.620; 0.000; 0.000647; 0.001069;  620
 0.621; 0.000; 0.000646; 0.001070;  621
 0.622; 0.000; 0.000645; 0.001071;  622
 0.623; 0.000; 0.000644; 0.001072;  623
 0.624; 0.000; 0.000643; 0.001074;  624
 0.625; 0.000; 0.000642; 0.001075;  625
 0.626; 0.000; 0.000641; 0.001076;  626
 0.627; 0.000; 0.000640; 0.001077;  627
 0.628; 0.000; 0.000639; 0.001079;  628
 0.629; 0.000; 0.000638; 0.001080;  629
 0.630; 0.000; 0.000637; 0.001081;  630
 0.631; 0.000; 0.000636; 0.001082;  631
 0.632; 0.000; 0.000635; 0.001084;  632
 0.633; 0.000; 0.000633; 0.001085;  633
 0.634; 0.000; 0.000632; 0.001086;  634
 0.635; 0.000; 0.000631; 0.001087;  635
 0.636; 0.000; 0.000630; 0.001089;  636
 0.637; 0.000; 0.000629; 0.001090;  637
 0.638; 0.000; 0.000628; 0.001091;  638
 0.639; 0.000; 0.000627; 0.001092;  639
 0.640; 0.000; 0.000626; 0.001094;  640
 0.641; 0.000; 0.000625; 0.001095;  641
 0.642; 0.000; 0.000624; 0.001096;  642
 0.643; 0.000; 0.000623; 0.001097;  643
 0.644; 0.000; 0.000621; 0.001098;  644
 0.645; 0.000; 0.000620; 0.001100;  645
 0.646; 0.000; 0.000619; 0.001101;  646
 0.647; 0.000; 0.000618; 0.001102;  647
 0.648; 0.000; 0.000617; 0.001103;  648
 0.649; 0.000; 0.000616; 0.001105;  649
 0.650; 0.000; 0.000615; 0.001106;  650
 0.651; 0.000; 0.000614; 0.001107;  651
 0.652; 0.000; 0.000613; 0.001108;  652
 0.653; 0.000; 0.000612; 0.001109;  653
 0.654; 0.000; 0.000610; 0.001111;  654
 0.655; 0.000; 0.000609; 0.001112;  655
 0.656; 0.000; 0.000608; 0.001113;  656
 0.657; 0.000; 0.000607; 0.001114;  657
 0.658; 0.000; 0.000606; 0.001115;  658
 0.659; 0.000; 0.000605; 0.001117;  659
 0.660; 0.000; 0.000604; 0.001118;  660
 0.661; 0.000; 0.000603; 0.001119;  661
 0.662; 0.000; 0.000602; 0.001120;  662
 0.663; 0.000; 0.000600; 0.001121;  663
 0.664; 0.000; 0.000599; 0.001122;  664
 0.665; 0.000; 0.000598; 0.001124;  665
 0.666; 0.000; 0.000597; 0.001125;  666
 0.667; 0.000; 0.000596; 0.001126;  667
 0.668; 0.000; 0.000595; 0.001127;  668
 0.669; 0.000; 0.000594; 0.001128;  669
 0.670; 0.000; 0.000593; 0.001129;  670
 0.671; 0.000; 0.000591; 0.001131;  671
 0.672; 0.000; 0.000590; 0.001132;  672
 0.673; 0.000; 0.000589; 0.001133;  673
 0.674; 0.000; 0.000588; 0.001134;  674
 0.675; 0.000; 0.000587; 0.001135;  675
 0.676; 0.000; 0.000586; 0.001136;  676
 0.677; 0.000; 0.000585; 0.001138;  677
 0.678; 0.000; 0.000583; 0.001139;  678
 0.679; 0.000; 0.000582; 0.001140;  679
 0.680; 0.000; 0.000581; 0.001141;  680
 0.681; 0.000; 0.000580; 0.001142;  681
 0.682; 0.000; 0.000579; 0.001143;  682
 0.683; 0.000; 0.000578; 0.001144;  683
 0.684; 0.000; 0.000577; 0.001146;  684
 0.685; 0.000; 0.000575; 0.001147;  685
 0.686; 0.000; 0.000574; 0.001148;  686
 0.687; 0.000; 0.000573; 0.001149;  687
 0.688; 0.000; 0.000572; 0.001150;  688
 0.689; 0.000; 0.000571; 0.001151;  689
 0.690; 0.000; 0.000570; 0.001152;  690
 0.691; 0.000; 0.000569; 0.001153;  691
 0.692; 0.000; 0.000567; 0.001155;  692
 0.693; 0.000; 0.000566; 0.001156;  693
 0.694; 0.000; 0.000565; 0.001157;  694
 0.695; 0.000; 0.000564; 0.001158;  695
 0.696; 0.000; 0.000563; 0.001159;  696
 0.697; 0.000; 0.000562; 0.001160;  697
 0.698; 0.000; 0.000560; 0.001161;  698
 0.699; 0.000; 0.000559; 0.001162;  699
 0.700; 0.000; 0.000558; 0.001163;  700
 0.701; 0.000; 0.000557; 0.001164;  701
 0.702; 0.000; 0.000556; 0.001166;  702
 0.703; 0.000; 0.000555; 0.001167;  703
 0.704; 0.000; 0.000553; 0.001168;  704
 0.705; 0.000; 0.000552; 0.001169;  705
 0.706; 0.000; 0.000551; 0.001170;  706
 0.707; 0.000; 0.000550; 0.001171;  707
 0.708; 0.000; 0.000549; 0.001172;  708
 0.709; 0.000; 0.000548; 0.001173;  709
 0.710; 0.000; 0.000546; 0.001174;  710
 0.711; 0.000; 0.000545; 0.001175;  711
 0.712; 0.000; 0.000544; 0.001176;  712
 0.713; 0.000; 0.000543; 0.001177;  713
 0.714; 0.000; 0.000542; 0.001179;  714
 0.715; 0.000; 0.000541; 0.001180;  715
 0.716; 0.000; 0.000539; 0.001181;  716
 0.717; 0.000; 0.000538; 0.001182;  717
 0.718; 0.000; 0.000537; 0.001183;  718
 0.719; 0.000; 0.000536; 0.001184;  719
 0.720; 0.000; 0.000535; 0.001185;  720
 0.721; 0.000; 0.000533; 0.001186;  721
 0.722; 0.000; 0.000532; 0.001187;  722
 0.723; 0.000; 0.000531; 0.001188;  723
 0.724; 0.000; 0.000530; 0.001189;  724
 0.725; 0.000; 0.000529; 0.001190;  725
 0.726; 0.000; 0.000528; 0.001191;  726
 0.727; 0.000; 0.000526; 0.001192;  727
 0.728; 0.000; 0.000525; 0.001193;  728
 0.729; 0.000; 0.000524; 0.001194;  729
 0.730; 0.000; 0.000523; 0.001195;  730
 0.731; 0.000; 0.000522; 0.001196;  731
 0.732; 0.000; 0.000520; 0.001197;  732
 0.733; 0.000; 0.000519; 0.001198;  733
 0.734; 0.000; 0.000518; 0.001199;  734
 0.735; 0.000; 0.000517; 0.001200;  735
 0.736; 0.000; 0.000516; 0.001201;  736
 0.737; 0.000; 0.000514; 0.001202;  737
 0.738; 0.000; 0.000513; 0.001203;  738
 0.739; 0.000; 0.000512; 0.001204;  739
 0.740; 0.000; 0.000511; 0.001205;  740
 0.741; 0.000; 0.000510; 0.001206;  741
 0.742; 0.000; 0.000508; 0.001207;  742
 0.743; 0.000; 0.000507; 0.001208;  743
 0.744; 0.000; 0.000506; 0.001209;  744
 0.745; 0.000; 0.000505; 0.001210;  745
 0.746; 0.000; 0.000504; 0.001211;  746
 0.747; 0.000; 0.000502; 0.001212;  747
 0.748; 0.000; 0.000501; 0.001213;  748
 0.749; 0.000; 0.000500; 0.001214;  749
 0.750; 0.000; 0.000499; 0.001215;  750
 0.751; 0.000; 0.000497; 0.001216;  751
 0.752; 0.000; 0.000496; 0.001217;  752
 0.753; 0.000; 0.000495; 0.001218;  753
 0.754; 0.000; 0.000494; 0.001219;  754
 0.755; 0.000; 0.000493; 0.001220;  755
 0.756; 0.000; 0.000491; 0.001221;  756
 0.757; 0.000; 0.000490; 0.001222;  757
 0.758; 0.000; 0.000489; 0.001223;  758
 0.759; 0.000; 0.000488; 0.001224;  759
 0.760; 0.000; 0.000486; 0.001225;  760
 0.761; 0.000; 0.000485; 0.001226;  761
 0.762; 0.000; 0.000484; 0.001227;  762
 0.763; 0.000; 0.000483; 0.001228;  763
 0.764; 0.000; 0.000482; 0.001229;  764
 0.765; 0.000; 0.000480; 0.001230;  765
 0.766; 0.000; 0.000479; 0.001231;  766
 0.767; 0.000; 0.000478; 0.001232;  767
 0.768; 0.000; 0.000477; 0.001233;  768
 0.769; 0.000; 0.000475; 0.001233;  769
 0.770; 0.000; 0.000474; 0.001234;  770
 0.771; 0.000; 0.000473; 0.001235;  771
 0.772; 0.000; 0.000472; 0.001236;  772
 0.773; 0.000; 0.000470; 0.001237;  773
 0.774; 0.000; 0.000469; 0.001238;  774
 0.775; 0.000; 0.000468; 0.001239;  775
 0.776; 0.000; 0.000467; 0.001240;  776
 0.777; 0.000; 0.000466; 0.001241;  777
 0.778; 0.000; 0.000464; 0.001242;  778
 0.779; 0.000; 0.000463; 0.001243;  779
 0.780; 0.000; 0.000462; 0.001244;  780
 0.781; 0.000; 0.000461; 0.001245;  781
 0.782; 0.000; 0.000459; 0.001245;  782
 0.783; 0.000; 0.000458; 0.001246;  783
 0.784; 0.000; 0.000457; 0.001247;  784
 0.785; 0.000; 0.000456; 0.001248;  785
 0.786; 0.000; 0.000454; 0.001249;  786
 0.787; 0.000; 0.000453; 0.001250;  787
 0.788; 0.000; 0.000452; 0.001251;  788
 0.789; 0.000; 0.000451; 0.001252;  789
 0.790; 0.000; 0.000449; 0.001253;  790
 0.791; 0.000; 0.000448; 0.001253;  791
 0.792; 0.000; 0.000447; 0.001254;  792
 0.793; 0.000; 0.000446; 0.001255;  793
 0.794; 0.000; 0.000444; 0.001256;  794
 0.795; 0.000; 0.000443; 0.001257;  795
 0.796; 0.000; 0.000442; 0.001258;  796
 0.797; 0.000; 0.000441; 0.001259;  797
 0.798; 0.000; 0.000439; 0.001260;  798
 0.799; 0.000; 0.000438; 0.001260;  799
 0.800; 0.000; 0.000437; 0.001261;  800
 0.801; 0.000; 0.000436; 0.001262;  801
 0.802; 0.000; 0.000434; 0.001263;  802
 0.803; 0.000; 0.000433; 0.001264;  803
 0.804; 0.000; 0.000432; 0.001265;  804
 0.805; 0.000; 0.000430; 0.001266;  805
 0.806; 0.000; 0.000429; 0.001266;  806
 0.807; 0.000; 0.000428; 0.001267;  807
 0.808; 0.000; 0.000427; 0.001268;  808
 0.809; 0.000; 0.000425; 0.001269;  809
 0.810; 0.000; 0.000424; 0.001270;  810
 0.811; 0.000; 0.000423; 0.001271;  811
 0.812; 0.000; 0.000422; 0.001271;  812
 0.813; 0.000; 0.000420; 0.001272;  813
 0.814; 0.000; 0.000419; 0.001273;  814
 0.815; 0.000; 0.000418; 0.001274;  815
 0.816; 0.000; 0.000416; 0.001275;  816
 0.817; 0.000; 0.000415; 0.001275;  817
 0.818; 0.000; 0.000414; 0.001276;  818
 0.819; 0.000; 0.000413; 0.001277;  819
 0.820; 0.000; 0.000411; 0.001278;  820
 0.821; 0.000; 0.000410; 0.001279;  821
 0.822; 0.000; 0.000409; 0.001280;  822
 0.823; 0.000; 0.000408; 0.001280;  823
 0.824; 0.000; 0.000406; 0.001281;  824
 0.825; 0.000; 0.000405; 0.001282;  825
 0.826; 0.000; 0.000404; 0.001283;  826
 0.827; 0.000; 0.000402; 0.001284;  827
 0.828; 0.000; 0.000401; 0.001284;  828
 0.829; 0.000; 0.000400; 0.001285;  829
 0.830; 0.000; 0.000399; 0.001286;  830
 0.831; 0.000; 0.000397; 0.001287;  831
 0.832; 0.000; 0.000396; 0.001287;  832
 0.833; 0.000; 0.000395; 0.001288;  833
 0.834; 0.000; 0.000393; 0.001289;  834
 0.835; 0.000; 0.000392; 0.001290;  835
 0.836; 0.000; 0.000391; 0.001291;  836
 0.837; 0.000; 0.000390; 0.001291;  837
 0.838; 0.000; 0.000388; 0.001292;  838
 0.839; 0.000; 0.000387; 0.001293;  839
 0.840; 0.000; 0.000386; 0.001294;  840
 0.841; 0.000; 0.000384; 0.001294;  841
 0.842; 0.000; 0.000383; 0.001295;  842
 0.843; 0.000; 0.000382; 0.001296;  843
 0.844; 0.000; 0.000380; 0.001297;  844
 0.845; 0.000; 0.000379; 0.001297;  845
 0.846; 0.000; 0.000378; 0.001298;  846
 0.847; 0.000; 0.000377; 0.001299;  847
 0.848; 0.000; 0.000375; 0.001300;  848
 0.849; 0.000; 0.000374; 0.001300;  849
 0.850; 0.000; 0.000373; 0.001301;  850
 0.851; 0.000; 0.000371; 0.001302;  851
 0.852; 0.000; 0.000370; 0.001303;  852
 0.853; 0.000; 0.000369; 0.001303;  853
 0.854; 0.000; 0.000367; 0.001304;  854
 0.855; 0.000; 0.000366; 0.001305;  855
 0.856; 0.000; 0.000365; 0.001305;  856
 0.857; 0.000; 0.000364; 0.001306;  857
 0.858; 0.000; 0.000362; 0.001307;  858
 0.859; 0.000; 0.000361; 0.001308;  859
 0.860; 0.000; 0.000360; 0.001308;  860
 0.861; 0.000; 0.000358; 0.001309;  861
 0.862; 0.000; 0.000357; 0.001310;  862
 0.863; 0.000; 0.000356; 0.001310;  863
 0.864; 0.000; 0.000354; 0.001311;  864
 0.865; 0.000; 0.000353; 0.001312;  865
 0.866; 0.000; 0.000352; 0.001312;  866
 0.867; 0.000; 0.000350; 0.001313;  867
 0.868; 0.000; 0.000349; 0.001314;  868
 0.869; 0.000; 0.000348; 0.001315;  869
 0.870; 0.000; 0.000347; 0.001315;  870
 0.871; 0.000; 0.000345; 0.001316;  871
 0.872; 0.000; 0.000344; 0.001317;  872
 0.873; 0.000; 0.000343; 0.001317;  873
 0.874; 0.000; 0.000341; 0.001318;  874
 0.875; 0.000; 0.000340; 0.001319;  875
 0.876; 0.000; 0.000339; 0.001319;  876
 0.877; 0.000; 0.000337; 0.001320;  877
 0.878; 0.000; 0.000336; 0.001321;  878
 0.879; 0.000; 0.000335; 0.001321;  879
 0.880; 0.000; 0.000333; 0.001322;  880
 0.881; 0.000; 0.000332; 0.001323;  881
 0.882; 0.000; 0.000331; 0.001323;  882
 0.883; 0.000; 0.000329; 0.001324;  883
 0.884; 0.000; 0.000328; 0.001324;  884
 0.885; 0.000; 0.000327; 0.001325;  885
 0.886; 0.000; 0.000325; 0.001326;  886
 0.887; 0.000; 0.000324; 0.001326;  887
 0.888; 0.000; 0.000323; 0.001327;  888
 0.889; 0.000; 0.000321; 0.001328;  889
 0.890; 0.000; 0.000320; 0.001328;  890
 0.891; 0.000; 0.000319; 0.001329;  891
 0.892; 0.000; 0.000317; 0.001330;  892
 0.893; 0.000; 0.000316; 0.001330;  893
 0.894; 0.000; 0.000315; 0.001331;  894
 0.895; 0.000; 0.000313; 0.001331;  895
 0.896; 0.000; 0.000312; 0.001332;  896
 0.897; 0.000; 0.000311; 0.001333;  897
 0.898; 0.000; 0.000309; 0.001333;  898
 0.899; 0.000; 0.000308; 0.001334;  899
 0.900; 0.000; 0.000307; 0.001334;  900
 0.901; 0.000; 0.000305; 0.001335;  901
 0.902; 0.000; 0.000304; 0.001336;  902
 0.903; 0.000; 0.000303; 0.001336;  903
 0.904; 0.000; 0.000301; 0.001337;  904
 0.905; 0.000; 0.000300; 0.001337;  905
 0.906; 0.000; 0.000299; 0.001338;  906
 0.907; 0.000; 0.000297; 0.001339;  907
 0.908; 0.000; 0.000296; 0.001339;  908
 0.909; 0.000; 0.000295; 0.001340;  909
 0.910; 0.000; 0.000293; 0.001340;  910
 0.911; 0.000; 0.000292; 0.001341;  911
 0.912; 0.000; 0.000291; 0.001342;  912
 0.913; 0.000; 0.000289; 0.001342;  913
 0.914; 0.000; 0.000288; 0.001343;  914
 0.915; 0.000; 0.000287; 0.001343;  915
 0.916; 0.000; 0.000285; 0.001344;  916
 0.917; 0.000; 0.000284; 0.001344;  917
 0.918; 0.000; 0.000283; 0.001345;  918
 0.919; 0.000; 0.000281; 0.001345;  919
 0.920; 0.000; 0.000280; 0.001346;  920
 0.921; 0.000; 0.000279; 0.001347;  921
 0.922; 0.000; 0.000277; 0.001347;  922
 0.923; 0.000; 0.000276; 0.001348;  923
 0.924; 0.000; 0.000275; 0.001348;  924
 0.925; 0.000; 0.000273; 0.001349;  925
 0.926; 0.000; 0.000272; 0.001349;  926
 0.927; 0.000; 0.000271; 0.001350;  927
 0.928; 0.000; 0.000269; 0.001350;  928
 0.929; 0.000; 0.000268; 0.001351;  929
 0.930; 0.000; 0.000267; 0.001351;  930
 0.931; 0.000; 0.000265; 0.001352;  931
 0.932; 0.000; 0.000264; 0.001352;  932
 0.933; 0.000; 0.000262; 0.001353;  933
 0.934; 0.000; 0.000261; 0.001353;  934
 0.935; 0.000; 0.000260; 0.001354;  935
 0.936; 0.000; 0.000258; 0.001354;  936
 0.937; 0.000; 0.000257; 0.001355;  937
 0.938; 0.000; 0.000256; 0.001355;  938
 0.939; 0.000; 0.000254; 0.001356;  939
 0.940; 0.000; 0.000253; 0.001356;  940
 0.941; 0.000; 0.000252; 0.001357;  941
 0.942; 0.000; 0.000250; 0.001357;  942
 0.943; 0.000; 0.000249; 0.001358;  943
 0.944; 0.000; 0.000248; 0.001358;  944
 0.945; 0.000; 0.000246; 0.001359;  945
 0.946; 0.000; 0.000245; 0.001359;  946
 0.947; 0.000; 0.000243; 0.001360;  947
 0.948; 0.000; 0.000242; 0.001360;  948
 0.949; 0.000; 0.000241; 0.001361;  949
 0.950; 0.000; 0.000239; 0.001361;  950
 0.951; 0.000; 0.000238; 0.001362;  951
 0.952; 0.000; 0.000237; 0.001362;  952
 0.953; 0.000; 0.000235; 0.001363;  953
 0.954; 0.000; 0.000234; 0.001363;  954
 0.955; 0.000; 0.000233; 0.001364;  955
 0.956; 0.000; 0.000231; 0.001364;  956
 0.957; 0.000; 0.000230; 0.001365;  957
 0.958; 0.000; 0.000228; 0.001365;  958
 0.959; 0.000; 0.000227; 0.001365;  959
 0.960; 0.000; 0.000226; 0.001366;  960
 0.961; 0.000; 0.000224; 0.001366;  961
 0.962; 0.000; 0.000223; 0.001367;  962
 0.963; 0.000; 0.000222; 0.001367;  963
 0.964; 0.000; 0.000220; 0.001368;  964
 0.965; 0.000; 0.000219; 0.001368;  965
 0.966; 0.000; 0.000218; 0.001369;  966
 0.967; 0.000; 0.000216; 0.001369;  967
 0.968; 0.000; 0.000215; 0.001369;  968
 0.969; 0.000; 0.000213; 0.001370;  969
 0.970; 0.000; 0.000212; 0.001370;  970
 0.971; 0.000; 0.000211; 0.001371;  971
 0.972; 0.000; 0.000209; 0.001371;  972
 0.973; 0.000; 0.000208; 0.001371;  973
 0.974; 0.000; 0.000207; 0.001372;  974
 0.975; 0.000; 0.000205; 0.001372;  975
 0.976; 0.000; 0.000204; 0.001373;  976
 0.977; 0.000; 0.000202; 0.001373;  977
 0.978; 0.000; 0.000201; 0.001373;  978
 0.979; 0.000; 0.000200; 0.001374;  979
 0.980; 0.000; 0.000198; 0.001374;  980
 0.981; 0.000; 0.000197; 0.001375;  981
 0.982; 0.000; 0.000196; 0.001375;  982
 0.983; 0.000; 0.000194; 0.001375;  983
 0.984; 0.000; 0.000193; 0.001376;  984
 0.985; 0.000; 0.000191; 0.001376;  985
 0.986; 0.000; 0.000190; 0.001377;  986
 0.987; 0.000; 0.000189; 0.001377;  987
 0.988; 0.000; 0.000187; 0.001377;  988
 0.989; 0.000; 0.000186; 0.001378;  989
 0.990; 0.000; 0.000185; 0.001378;  990
 0.991; 0.000; 0.000183; 0.001378;  991
 0.992; 0.000; 0.000182; 0.001379;  992
 0.993; 0.000; 0.000180; 0.001379;  993
 0.994; 0.000; 0.000179; 0.001379;  994
 0.995; 0.000; 0.000178; 0.001380;  995
 0.996; 0.000; 0.000176; 0.001380;  996
 0.997; 0.000; 0.000175; 0.001381;  997
 0.998; 0.000; 0.000174; 0.001381;  998
 0.999; 0.000; 0.000172; 0.001381;  999
 1.000; 0.000; 0.000171; 0.001382; 1000
 1.001; 0.000; 0.000169; 0.001382; 1001
 1.002; 0.000; 0.000168; 0.001382; 1002
 1.003; 0.000; 0.000167; 0.001383; 1003
 1.004; 0.000; 0.000165; 0.001383; 1004
 1.005; 0.000; 0.000164; 0.001383; 1005
 1.006; 0.000; 0.000163; 0.001383; 1006
 1.007; 0.000; 0.000161; 0.001384; 1007
 1.008; 0.000; 0.000160; 0.001384; 1008
 1.009; 0.000; 0.000158; 0.001384; 1009
 1.010; 0.000; 0.000157; 0.001385; 1010
 1.011; 0.000; 0.000156; 0.001385; 1011
 1.012; 0.000; 0.000154; 0.001385; 1012
 1.013; 0.000; 0.000153; 0.001386; 1013
 1.014; 0.000; 0.000151; 0.001386; 1014
 1.015; 0.000; 0.000150; 0.001386; 1015
 1.016; 0.000; 0.000149; 0.001387; 1016
 1.017; 0.000; 0.000147; 0.001387; 1017
 1.018; 0.000; 0.000146; 0.001387; 1018
 1.019; 0.000; 0.000145; 0.001387; 1019
 1.020; 0.000; 0.000143; 0.001388; 1020
 1.021; 0.000; 0.000142; 0.001388; 1021
 1.022; 0.000; 0.000140; 0.001388; 1022
 1.023; 0.000; 0.000139; 0.001389; 1023
 1.024; 0.000; 0.000138; 0.001389; 1024
 1.025; 0.000; 0.000136; 0.001389; 1025
 1.026; 0.000; 0.000135; 0.001389; 1026
 1.027; 0.000; 0.000133; 0.001390; 1027
 1.028; 0.000; 0.000132; 0.001390; 1028
 1.029; 0.000; 0.000131; 0.001390; 1029
 1.030; 0.000; 0.000129; 0.001390; 1030
 1.031; 0.000; 0.000128; 0.001391; 1031
 1.032; 0.000; 0.000126; 0.001391; 1032
 1.033; 0.000; 0.000125; 0.001391; 1033
 1.034; 0.000; 0.000124; 0.001391; 1034
 1.035; 0.000; 0.000122; 0.001392; 1035
 1.036; 0.000; 0.000121; 0.001392; 1036
 1.037; 0.000; 0.000119; 0.001392; 1037
 1.038; 0.000; 0.000118; 0.001392; 1038
 1.039; 0.000; 0.000117; 0.001393; 1039
 1.040; 0.000; 0.000115; 0.001393; 1040
 1.041; 0.000; 0.000114; 0.001393; 1041
 1.042; 0.000; 0.000113; 0.001393; 1042
 1.043; 0.000; 0.000111; 0.001393; 1043
 1.044; 0.000; 0.000110; 0.001394; 1044
 1.045; 0.000; 0.000108; 0.001394; 1045
 1.046; 0.000; 0.000107; 0.001394; 1046
 1.047; 0.000; 0.000106; 0.001394; 1047
 1.048; 0.000; 0.000104; 0.001395; 1048
 1.049; 0.000; 0.000103; 0.001395; 1049
 1.050; 0.000; 0.000101; 0.001395; 1050
 1.051; 0.000; 0.000100; 0.001395; 1051
 1.052; 0.000; 0.000099; 0.001395; 1052
 1.053; 0.000; 0.000097; 0.001396; 1053
 1.054; 0.000; 0.000096; 0.001396; 1054
 1.055; 0.000; 0.000094; 0.001396; 1055
 1.056; 0.000; 0.000093; 0.001396; 1056
 1.057; 0.000; 0.000092; 0.001396; 1057
 1.058; 0.000; 0.000090; 0.001396; 1058
 1.059; 0.000; 0.000089; 0.001397; 1059
 1.060; 0.000; 0.000087; 0.001397; 1060
 1.061; 0.000; 0.000086; 0.001397; 1061
 1.062; 0.000; 0.000085; 0.001397; 1062
 1.063; 0.000; 0.000083; 0.001397; 1063
 1.064; 0.000; 0.000082; 0.001397; 1064
 1.065; 0.000; 0.000080; 0.001398; 1065
 1.066; 0.000; 0.000079; 0.001398; 1066
 1.067; 0.000; 0.000078; 0.001398; 1067
 1.068; 0.000; 0.000076; 0.001398; 1068
 1.069; 0.000; 0.000075; 0.001398; 1069
 1.070; 0.000; 0.000073; 0.001398; 1070
 1.071; 0.000; 0.000072; 0.001399; 1071
 1.072; 0.000; 0.000071; 0.001399; 1072
 1.073; 0.000; 0.000069; 0.001399; 1073
 1.074; 0.000; 0.000068; 0.001399; 1074
 1.075; 0.000; 0.000066; 0.001399; 1075
 1.076; 0.000; 0.000065; 0.001399; 1076
 1.077; 0.000; 0.000064; 0.001399; 1077
 1.078; 0.000; 0.000062; 0.001399; 1078
 1.079; 0.000; 0.000061; 0.001400; 1079
 1.080; 0.000; 0.000059; 0.001400; 1080
 1.081; 0.000; 0.000058; 0.001400; 1081
 1.082; 0.000; 0.000057; 0.001400; 1082
 1.083; 0.000; 0.000055; 0.001400; 1083
 1.084; 0.000; 0.000054; 0.001400; 1084
 1.085; 0.000; 0.000052; 0.001400; 1085
 1.086; 0.000; 0.000051; 0.001400; 1086
 1.087; 0.000; 0.000050; 0.001400; 1087
 1.088; 0.000; 0.000048; 0.001401; 1088
 1.089; 0.000; 0.000047; 0.001401; 1089
 1.090; 0.000; 0.000045; 0.001401; 1090
 1.091; 0.000; 0.000044; 0.001401; 1091
 1.092; 0.000; 0.000043; 0.001401; 1092
 1.093; 0.000; 0.000041; 0.001401; 1093
 1.094; 0.000; 0.000040; 0.001401; 1094
 1.095; 0.000; 0.000038; 0.001401; 1095
 1.096; 0.000; 0.000037; 0.001401; 1096
 1.097; 0.000; 0.000036; 0.001401; 1097
 1.098; 0.000; 0.000034; 0.001401; 1098
 1.099; 0.000; 0.000033; 0.001401; 1099
 1.100; 0.000; 0.000031; 0.001402; 1100
 1.101; 0.000; 0.000030; 0.001402; 1101
 1.102; 0.000; 0.000029; 0.001402; 1102
 1.103; 0.000; 0.000027; 0.001402; 1103
 1.104; 0.000; 0.000026; 0.001402; 1104
 1.105; 0.000; 0.000024; 0.001402; 1105
 1.106; 0.000; 0.000023; 0.001402; 1106
 1.107; 0.000; 0.000022; 0.001402; 1107
 1.108; 0.000; 0.000020; 0.001402; 1108
 1.109; 0.000; 0.000019; 0.001402; 1109
 1.110; 0.000; 0.000017; 0.001402; 1110
 1.111; 0.000; 0.000016; 0.001402; 1111
